ID,Watch,Call (911) Problem,Type of Incident,Type  Location,Division,Council District,Date of Report,Date incident created,Person Involvement Type,Victim Type,Victim Race,Victim Ethnicity,Victim Gender,NIBRS Crime Category,NIBRS Group,Date of Incident,Call Duration (Minutes),Zone
7583,1,11R - BURG OF RES,BURGLARY OF HABITATION -NO FORCED ENTRY,Single Family Residence - Occupied,NORTHEAST,D10,2021-08-29 08:04:00.0000000,2021-08-29 18:09:15.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,BURGLARY/ BREAKING & ENTERING,A,2021-08-28 22:30:00,724.7833333333333,5
7584,3,40/01 - OTHER,"CRIM MISCHIEF >OR EQUAL $750 < $2,500",Single Family Residence - Occupied,SOUTHWEST,D4,2023-12-26 23:28:00.0000000,2023-12-26 23:18:12.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2023-12-26 22:50:00,211.8,3
7585,1,58 - ROUTINE INVESTIGATION,CREDIT CARD OR DEBIT CARD ABUSE,Single Family Residence - Occupied,SOUTH CENTRAL,D8,2024-03-26 13:22:00.0000000,2024-03-26 13:11:51.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,FRAUD OFFENSES,A,2024-03-01 00:00:00,56.15,6
7586,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking (Business),NORTH CENTRAL,D11,2023-06-15 18:06:00.0000000,2023-06-15 19:20:00.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2023-06-15 09:00:00,214.96666666666667,0
7587,2,20 - ROBBERY,ROBBERY OF INDIVIDUAL (AGG),Apartment Complex/Building,NORTH CENTRAL,D12,2023-01-17 15:54:00.0000000,2023-01-17 16:42:30.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,ROBBERY,A,2023-01-17 15:10:00,95.43333333333334,0
7588,3,31/01 - CRIM MIS/PROG/NON FELO,CRIM MISCHIEF > OR EQUAL $100 < $750,Apartment Parking Lot,SOUTH CENTRAL,D4,2020-08-17 18:29:00.0000000,2020-08-17 19:02:03.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2020-08-17 18:00:00,144.53333333333333,6
7589,2,58 - ROUTINE INVESTIGATION,CRIMINAL NEGLIGENT HOMICIDE,"Highway, Street, Alley ETC",NORTHEAST,D10,2020-05-11 16:10:00.0000000,2020-05-11 16:18:45.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2020-05-09 14:57:00,496.05,5
7590,3,7XF - MAJOR ACCIDENT FREEWAY,INJURED PERSON- PUBLIC PROPERTY (OTHER THAN FIREARM) (NO OFFENSE),"Highway, Street, Alley ETC",SOUTHWEST,D6,2020-07-17 21:00:00.0000000,2020-07-17 22:34:38.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MISCELLANEOUS,C,2020-07-17 21:00:00,109.86666666666666,3
7591,2,09V-01 UUMV JUST OCRD,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Residence,NORTH CENTRAL,D11,2021-05-18 11:18:00.0000000,2021-05-18 12:18:30.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2021-05-18 11:00:00,81.76666666666667,0
7592,3,PSE/09 - THEFT,THEFT OF PROP > OR EQUAL $100 <$750 (NOT SHOPLIFT) PC31.03(e2A),Grocery/Supermarket,NORTHWEST,D6,2024-06-05 23:35:00.0000000,2024-06-06 01:56:13.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2024-06-05 18:15:00,160.2,1
7593,1,58 - ROUTINE INVESTIGATION,FRAUD USE/POSS IDENTIFYING INFO # ITEMS 50 OR MORE,Other,CENTRAL,D14,2022-02-20 08:20:00.0000000,2022-01-04 13:59:03.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,FRAUD OFFENSES,A,2021-11-19 00:00:00,0.8833333333333333,2
7594,3,58 - ROUTINE INVESTIGATION,ASSAULT (AGG) -DEADLY WEAPON,Other,SOUTHEAST,D7,2024-10-19 20:17:00.0000000,2024-10-19 20:08:34.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,ASSAULT OFFENSES,A,2024-10-19 19:30:00,94.56666666666666,2
7595,3,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,SOUTHEAST,D7,2022-06-20 18:30:00.0000000,2022-06-20 18:31:30.0000000,Registered Owner,Individual,Black,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2022-06-15 00:00:00,51.983333333333334,2
7596,2,41/20 - ROBBERY - IN PROGRESS,ROBBERY OF INDIVIDUAL (AGG),Commercial Property Occupied/Vacant,SOUTHWEST,D1,2023-03-28 12:52:00.0000000,2023-03-28 13:07:22.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,ROBBERY,A,2023-03-28 12:52:00,84.53333333333333,3
7597,3,58 - ROUTINE INVESTIGATION,"CRIM MISCHIEF >OR EQUAL $750 < $2,500",Outdoor Area Public/Private,CENTRAL,D2,2023-04-21 17:53:00.0000000,2023-04-21 17:54:35.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2023-04-21 17:00:00,56.983333333333334,2
7598,2,16 - INJURED PERSON,DEADLY CONDUCT,Apartment Complex/Building,SOUTH CENTRAL,D4,2021-11-24 07:40:00.0000000,2021-11-24 08:02:36.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2021-11-23 10:00:00,761.3666666666667,6
7599,3,24 - ABANDONED PROPERTY,UNAUTHORIZED USE OF MOTOR VEH - OTHER VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,D8,2021-11-22 21:08:00.0000000,2021-11-22 22:23:44.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2021-11-22 21:00:00,137.28333333333333,6
7600,3,09 - THEFT,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",Single Family Residence - Occupied,NORTH CENTRAL,D11,2020-10-17 01:49:00.0000000,2020-10-17 02:30:37.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2020-10-13 16:00:00,105.48333333333333,5
7601,1,31 - CRIMINAL MISCHIEF,RECKLESS DAMAGE,Apartment Parking Lot,NORTHEAST,D10,2021-09-03 11:14:00.0000000,2021-09-03 21:51:41.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,ALL OTHER OFFENSES,B,2021-09-01 17:00:00,661.0333333333333,5
7602,2,6X - MAJOR DIST (VIOLENCE),ASSAULT -BODILY INJURY ONLY,Single Family Residence - Occupied,SOUTHEAST,D7,2023-04-08 13:18:00.0000000,2023-04-09 03:17:42.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2023-04-08 13:15:00,844.4666666666667,2
7603,1,6XA - MAJOR DIST  AMBULANCE,ASSAULT - PRELIMINARY INVESTIGATION *NON FAMILY VIOLENCE,"Highway, Street, Alley ETC",CENTRAL,D14,2023-09-28 05:25:00.0000000,2023-09-28 04:56:44.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2023-09-28 04:46:00,150.11666666666667,2
7604,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,SOUTHEAST,D8,2023-09-09 07:42:00.0000000,2023-09-09 13:08:54.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-09-09 04:00:00,439.26666666666665,4
7605,3,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",SOUTHEAST,D7,2021-04-09 12:11:00.0000000,2021-04-09 14:05:28.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2021-04-04 19:00:00,210.45,4
7606,2,DASV-DIST ACTIVE SHOOTER VEH,ASSAULT (AGG) -DEADLY WEAPON,Apartment Complex/Building,SOUTHEAST,D7,2023-11-12 15:07:00.0000000,2023-11-12 15:23:02.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,ASSAULT OFFENSES,A,2023-11-12 15:05:00,105.68333333333334,2
7607,1,09V-01 UUMV JUST OCRD,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking (Business),NORTH CENTRAL,D11,2020-02-04 03:34:00.0000000,2020-02-04 03:00:04.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2020-02-04 00:00:00,214.13333333333333,0
7608,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Apartment Parking Lot,SOUTHWEST,D3,2021-12-06 08:46:00.0000000,2021-12-06 21:31:24.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2021-12-06 03:00:00,828.3333333333334,3
7609,2,11R/01 - BURG OF RES,BURGLARY OF HABITATION -NO FORCED ENTRY,Single Family Residence - Occupied,NORTHWEST,D14,2022-01-20 12:58:00.0000000,2022-01-20 12:38:46.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,BURGLARY/ BREAKING & ENTERING,A,2022-01-20 09:45:00,109.53333333333333,2
7610,1,11R - BURG OF RES,CRIM MISCHIEF > OR EQUAL $100 < $750,Outdoor Area Public/Private,SOUTHWEST,D1,2021-07-30 06:28:00.0000000,2021-07-30 06:50:57.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2021-07-20 19:00:00,1045.8333333333333,3
7611,1,PSE/11V - BURG MOTOR VEH,UNAUTHORIZED USE OF MOTOR VEH - (ATT) TRUCK OR BUS,Outdoor Area Public/Private,SOUTH CENTRAL,D8,2022-02-28 13:21:00.0000000,2022-02-28 18:17:34.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2022-02-28 02:00:00,318.46666666666664,6
7612,3,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",NORTHWEST,D14,2020-08-02 01:47:00.0000000,2020-08-02 01:22:00.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2020-07-30 18:30:00,751.0166666666667,2
7613,1,"14 - STABBING, CUTTING",UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",NORTHEAST,D10,2024-08-06 11:00:00.0000000,2024-08-06 09:25:06.0000000,Registered Owner,Individual,White,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2024-08-06 07:00:00,196.15,5
7614,2,58 - ROUTINE INVESTIGATION,TRAF VIO -DUTY ON STRIKE UNATTENDED VEH > OR EQUAL $200,Park,NORTHEAST,D9,2022-05-05 15:58:00.0000000,2022-05-05 16:00:13.0000000,Victim,Individual,Unknown,Unknown,Male,TRAFFIC VIOLATION - HAZARDOUS,C,2022-05-05 15:30:00,2.466666666666667,5
7615,2,11R - BURG OF RES,BURGLARY OF HABITATION - FORCED ENTRY,Apartment Residence,SOUTHWEST,D3,2021-06-28 13:20:00.0000000,2021-06-28 14:59:25.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,BURGLARY/ BREAKING & ENTERING,A,2021-06-20 12:00:00,172.98333333333332,3
7616,3,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",SOUTHWEST,D4,2022-03-27 01:41:00.0000000,2022-03-27 11:30:15.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2022-03-26 14:30:00,653.2666666666667,3
7617,2,40/01 - OTHER,NATURAL DEATH (NO OFFENSE),Single Family Residence - Occupied,SOUTH CENTRAL,D4,2020-08-03 08:19:00.0000000,2020-08-03 08:35:50.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2020-08-03 08:00:00,76.33333333333333,6
7618,1,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",Apartment Parking Lot,NORTH CENTRAL,D12,2022-04-15 13:32:00.0000000,2022-04-15 14:23:33.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2022-04-10 19:00:00,89.66666666666667,0
7619,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,NORTHEAST,D10,2023-10-30 13:22:00.0000000,2023-10-30 16:14:58.0000000,Registered Owner,Individual,Black,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2023-10-30 10:00:00,186.9,5
7620,1,37 - STREET BLOCKAGE,TRAF VIO -DUTY ON STRIKE UNATTENDED VEH > OR EQUAL $200,"Highway, Street, Alley ETC",CENTRAL,D14,2021-02-08 08:45:00.0000000,2021-02-08 08:57:02.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,TRAFFIC VIOLATION - HAZARDOUS,C,2021-02-07 22:00:00,198.93333333333334,2
7621,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Complex/Building,CENTRAL,D2,2021-06-29 08:22:00.0000000,2021-06-29 09:09:03.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2021-06-27 15:00:00,105.85,2
7622,3,40 - OTHER,BURGLARY OF HABITATION - FORCED ENTRY,Apartment Residence,NORTH CENTRAL,D11,2021-08-04 10:50:00.0000000,2021-08-04 13:10:44.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,BURGLARY/ BREAKING & ENTERING,A,2021-08-03 22:00:00,226.71666666666667,0
7623,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Apartment Complex/Building,CENTRAL,D9,2023-10-25 08:12:00.0000000,2023-10-25 08:27:28.0000000,Registered Owner,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-10-24 17:00:00,76.45,2
7624,3,40/01 - OTHER,NATURAL DEATH (NO OFFENSE),Single Family Residence - Occupied,SOUTHEAST,D8,2020-06-08 18:18:00.0000000,2020-06-08 18:49:30.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MISCELLANEOUS,C,2020-06-08 18:00:00,173.46666666666667,4
7625,1,PSE/09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Apartment Complex/Building,NORTH CENTRAL,D12,2024-08-26 10:27:00.0000000,2024-08-26 16:11:52.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2024-08-25 21:00:00,427.23333333333335,0
7626,2,07 - MINOR ACCIDENT,TRAF VIO -DUTY ON STRIKE UNATTENDED VEH > OR EQUAL $200,Parking Lot (All Others),SOUTH CENTRAL,D4,2020-12-19 14:26:00.0000000,2020-12-19 16:12:27.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,TRAFFIC VIOLATION - HAZARDOUS,C,2020-12-19 13:00:00,270.0833333333333,6
7627,1,32 - SUSPICIOUS PERSON,BMV,Apartment Parking Lot,NORTHEAST,D13,2021-03-09 05:55:00.0000000,2021-03-09 04:58:45.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2021-03-09 03:30:00,199.83333333333334,5
7628,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",NORTH CENTRAL,D12,2023-09-08 12:23:00.0000000,2023-09-08 13:31:25.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2023-09-08 12:20:00,157.96666666666667,0
7629,3,PSE/31- CRIMINAL MISCHIEF,CRIM MISCHIEF > OR EQUAL $100 < $750,Parking (Business),NORTHWEST,D2,2020-07-24 11:50:00.0000000,2020-07-24 11:58:19.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2020-07-23 22:24:00,162.4,1
7630,2,DAEF-DIST ARMED ENCOUNTER FOOT,DEADLY CONDUCT,Construction Site,NORTHWEST,D13,2024-08-16 09:20:00.0000000,2024-08-16 09:37:12.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,ASSAULT OFFENSES,A,2024-08-16 08:56:00,87.63333333333334,1
7631,3,6X - MAJOR DIST (VIOLENCE),THEFT FROM PERSON,Apartment Complex/Building,NORTHEAST,D13,2021-06-11 21:53:00.0000000,2021-06-11 22:55:21.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2021-06-11 21:30:00,84.68333333333334,5
7632,2,58 - ROUTINE INVESTIGATION,THEFT OF PROP > OR EQUAL $100 <$750 (NOT SHOPLIFT) PC31.03(e2A),Single Family Residence - Vacant,NORTH CENTRAL,D11,2024-06-27 09:07:00.0000000,2024-06-27 09:57:53.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2024-06-19 12:00:00,89.63333333333334,0
7633,3,7XF - MAJOR ACCIDENT FREEWAY,TRAFFIC FATALITY- NOT DWI- UNINTENTIONAL (NO OFFENSE),"Highway, Street, Alley ETC",SOUTH CENTRAL,D4,2023-12-06 20:25:00.0000000,2023-12-04 20:02:35.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2023-12-04 19:26:00,1477.9833333333333,6
7634,1,6X - MAJOR DIST (VIOLENCE),CRIM MISCHIEF > OR EQUAL $100 < $750,Apartment Residence,SOUTHWEST,D1,2022-02-01 04:35:00.0000000,2022-02-01 05:58:47.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2022-02-01 04:30:00,190.45,2
7635,3,11V/01 - BURG MOTOR VEH,BMV,Parking (Business),CENTRAL,D14,2021-02-11 21:53:00.0000000,2021-02-11 21:39:06.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2021-02-11 19:15:00,233.98333333333332,2
7636,3,13 - PROWLER,THEFT OF PROP <$100 - OTHER THAN SHOPLIFT,Single Family Residence - Occupied,NORTHEAST,D9,2022-09-15 19:08:00.0000000,2022-09-15 20:10:05.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2022-09-15 19:05:00,160.71666666666667,5
7637,1,6XA - MAJOR DIST  AMBULANCE,VIO BOND/PROTECTIVE ORDER ASSAULT/STALKING,Apartment Residence,CENTRAL,D2,2020-06-14 04:56:00.0000000,2020-06-14 06:09:06.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,ALL OTHER OFFENSES,B,2020-06-14 04:50:00,201.8,2
7638,1,11V - BURG MOTOR VEH,UNAUTHORIZED USE OF MOTOR VEH - (ATT) TRUCK OR BUS,"Highway, Street, Alley ETC",CENTRAL,D14,2022-01-14 07:45:00.0000000,2022-01-14 08:49:13.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2022-01-13 20:00:00,139.11666666666667,2
7639,3,6XA - MAJOR DIST  AMBULANCE,INJURED PERSON- PUBLIC PROPERTY (OTHER THAN FIREARM) (NO OFFENSE),Convenience Store,CENTRAL,D2,2020-04-17 18:52:00.0000000,2020-04-17 19:11:07.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MISCELLANEOUS,C,2020-04-17 18:45:00,67.98333333333333,2
7640,2,07 - MINOR ACCIDENT,TRAF VIO -DUTY ON STRIKE UNATTENDED VEH > OR EQUAL $200,Parking (Business),NORTHEAST,D10,2022-02-02 13:41:00.0000000,2022-02-02 17:15:04.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,TRAFFIC VIOLATION - HAZARDOUS,C,2022-02-02 08:20:00,290.1,5
7641,3,11V - BURG MOTOR VEH,UNAUTHORIZED USE OF MOTOR VEH - (ATT) AUTOMOBILE,Apartment Complex/Building,NORTH CENTRAL,D12,2023-11-12 07:39:00.0000000,2023-11-12 10:26:46.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2023-11-11 14:00:00,214.91666666666666,0
7642,1,DAEF-DIST ARMED ENCOUNTER FOOT,RESIST ARREST SEARCH OR TRANSPORT,Single Family Residence - Occupied,CENTRAL,D2,2024-09-29 01:48:00.0000000,2024-09-29 02:01:31.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,ALL OTHER OFFENSES,B,2024-09-29 00:00:00,408.9,2
7643,3,6X - MAJOR DIST (VIOLENCE),ASSAULT - PRELIMINARY INVESTIGATION *NON FAMILY VIOLENCE,Outdoor Area Public/Private,CENTRAL,D2,2022-06-19 20:27:00.0000000,2022-06-19 20:45:17.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2022-06-19 20:27:00,312.26666666666665,2
7644,3,6X - MAJOR DIST (VIOLENCE),ASSAULT -VERBAL THREAT,Apartment Complex/Building,SOUTH CENTRAL,D4,2021-03-16 19:05:00.0000000,2021-03-16 19:24:29.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2021-03-16 18:55:00,52.31666666666667,6
7645,1,PSE/11V - BURG MOTOR VEH,BMV,Parking (Business),NORTHWEST,D6,2021-07-04 13:12:00.0000000,2021-07-04 14:59:15.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2021-07-03 19:30:00,126.08333333333333,2
7646,1,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,NORTHEAST,D13,2021-03-09 09:51:00.0000000,2021-03-09 10:25:48.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2021-03-08 20:30:00,81.88333333333334,5
7647,3,PSE/09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking (Business),SOUTHWEST,D1,2024-05-24 18:30:00.0000000,2024-05-24 19:31:48.0000000,Registered Owner,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2024-05-24 17:37:00,115.4,2
7648,2,PSE/31- CRIMINAL MISCHIEF,"CRIM MISCHIEF >OR EQUAL $750 < $2,500",Single Family Residence - Occupied,SOUTHWEST,D3,2022-07-04 12:44:00.0000000,2022-07-04 12:59:53.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2022-07-04 11:30:00,39.25,3
7649,2,09/01 - THEFT,THEFT OF PROP > OR EQUAL $100 <$750 (NOT SHOPLIFT) PC31.03(e2A),"Highway, Street, Alley ETC",SOUTHWEST,D3,2022-01-14 10:13:00.0000000,2022-01-14 11:53:11.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2022-01-14 09:50:00,154.88333333333333,3
7650,1,PSE/11V - BURG MOTOR VEH,UNAUTHORIZED USE OF MOTOR VEH - (ATT) AUTOMOBILE,Outdoor Area Public/Private,SOUTHWEST,D6,2023-10-12 08:44:00.0000000,2023-10-12 12:27:05.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-10-11 20:00:00,283.78333333333336,2
7651,1,41/20 - ROBBERY - IN PROGRESS,ROBBERY OF BUSINESS (AGG),Gas or Service Station,NORTHEAST,D9,2021-08-10 04:13:00.0000000,2021-08-10 04:31:57.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,ROBBERY,A,2021-08-10 04:06:00,316.4166666666667,5
7652,1,40/01 - OTHER,INJURED PERSON- PUBLIC PROPERTY (OTHER THAN FIREARM) (NO OFFENSE),Apartment Complex/Building,NORTH CENTRAL,D12,2022-07-05 05:30:00.0000000,2022-07-05 05:58:16.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2022-07-05 05:00:00,76.91666666666667,0
7653,2,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Outdoor Area Public/Private,SOUTHWEST,D1,2020-02-10 15:44:00.0000000,2020-02-05 14:39:23.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2020-01-31 15:30:00,1.0333333333333334,3
7654,2,6X - MAJOR DIST (VIOLENCE),CRIM MISCHIEF > OR EQUAL $100 < $750,Single Family Residence - Occupied,SOUTHWEST,D3,2024-02-25 15:45:00.0000000,2024-02-25 14:40:10.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2024-02-25 13:25:00,163.78333333333333,3
7655,2,6XA - MAJOR DIST  AMBULANCE,ASSAULT -BODILY INJURY ONLY,Apartment Complex/Building,SOUTH CENTRAL,D4,2020-12-20 13:22:00.0000000,2020-12-20 13:13:52.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2020-12-20 12:30:00,46.31666666666667,6
7656,3,09V-01 UUMV JUST OCRD,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking (Business),CENTRAL,D2,2024-01-11 00:03:00.0000000,2024-01-11 00:52:29.0000000,Registered Owner,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2024-01-10 22:15:00,117.73333333333333,2
7657,1,PSE/31- CRIMINAL MISCHIEF,CRIM MISCHIEF > OR EQUAL $100 < $750,Apartment Parking Lot,NORTHEAST,D9,2024-02-19 09:32:00.0000000,2024-02-19 17:15:21.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2024-02-17 23:00:00,512.85,5
7658,1,09V-01 UUMV JUST OCRD,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Apartment Parking Lot,NORTHEAST,D9,2022-02-18 06:28:00.0000000,2022-02-18 09:38:53.0000000,Registered Owner,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2022-02-18 06:00:00,450.45,5
7659,1,11V - BURG MOTOR VEH,CRIM MISCHIEF > OR EQUAL $100 < $750,"Highway, Street, Alley ETC",SOUTH CENTRAL,D4,2023-05-16 08:51:00.0000000,2023-05-17 13:31:39.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2023-05-16 00:00:00,1783.8,6
7660,2,PSE/09 - THEFT,LOST PROPERTY (NO OFFENSE),Medical Facility,NORTHEAST,D10,2022-12-13 22:36:00.0000000,2022-12-14 01:23:42.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MISCELLANEOUS,C,2022-12-13 10:00:00,177.8,5
